TransactionNo,Items,Daypart,DayType
403,Pastry,Afternoon,Weekday
403,Cake,Afternoon,Weekday
404,Medialuna,Afternoon,Weekday
404,Alfajores,Afternoon,Weekday
404,Dulce de Leche,Afternoon,Weekday
405,Dulce de Leche,Afternoon,Weekday
405,Alfajores,Afternoon,Weekday
406,Bread,Afternoon,Weekday
406,Cake,Afternoon,Weekday
407,Cake,Afternoon,Weekday
407,Coffee,Afternoon,Weekday
408,Bread,Afternoon,Weekday
409,Sandwich,Afternoon,Weekday
410,Bread,Afternoon,Weekday
410,Coffee,Afternoon,Weekday
410,Alfajores,Afternoon,Weekday
410,Medialuna,Afternoon,Weekday
411,Coffee,Afternoon,Weekday
412,Bread,Afternoon,Weekday
412,Alfajores,Afternoon,Weekday
413,Tea,Afternoon,Weekday
413,Coffee,Afternoon,Weekday
414,Bread,Afternoon,Weekday
415,Dulce de Leche,Afternoon,Weekday
416,Farm House,Afternoon,Weekday
417,Fudge,Afternoon,Weekday
418,Coffee,Afternoon,Weekday
419,Coffee,Afternoon,Weekday
419,Alfajores,Afternoon,Weekday
419,Juice,Afternoon,Weekday
419,Ella's Kitchen Pouches,Afternoon,Weekday
419,Brownie,Afternoon,Weekday
420,Alfajores,Afternoon,Weekday
421,Alfajores,Afternoon,Weekday
421,Brownie,Afternoon,Weekday
421,Cookies,Afternoon,Weekday
421,Bread,Afternoon,Weekday
421,Juice,Afternoon,Weekday
422,Cake,Afternoon,Weekday
422,Cookies,Afternoon,Weekday
423,Pick and Mix Bowls,Afternoon,Weekday
424,Coffee,Afternoon,Weekday
425,Farm House,Afternoon,Weekday
426,Tea,Evening,Weekday
427,Coffee,Evening,Weekday
428,Focaccia,Evening,Weekday
428,Farm House,Evening,Weekday
429,Dulce de Leche,Evening,Weekday
430,Juice,Evening,Weekday
430,My-5 Fruit Shoot,Evening,Weekday
430,Ella's Kitchen Pouches,Evening,Weekday
430,Cookies,Evening,Weekday
431,Bread,Evening,Weekday
432,Hot chocolate,Evening,Weekday
433,Coffee,Evening,Weekday
435,Coffee,Evening,Weekday
436,Coffee,Evening,Weekday
437,Medialuna,Morning,Weekday
438,Bread,Morning,Weekday
438,Tea,Morning,Weekday
438,Jam,Morning,Weekday
439,Farm House,Morning,Weekday
440,Bread,Morning,Weekday
441,Coffee,Morning,Weekday
442,Medialuna,Morning,Weekday
442,Coffee,Morning,Weekday
443,Bread,Morning,Weekday
444,Medialuna,Morning,Weekday
444,Pastry,Morning,Weekday
444,Medialuna,Morning,Weekday
445,Coffee,Morning,Weekday
445,Coffee,Morning,Weekday
445,Jam,Morning,Weekday
446,Bread,Morning,Weekday
446,Coffee,Morning,Weekday
447,Coffee,Morning,Weekday
447,Coffee,Morning,Weekday
448,Bread,Morning,Weekday
449,Hot chocolate,Morning,Weekday
450,Bread,Morning,Weekday
450,Medialuna,Morning,Weekday
451,Bread,Morning,Weekday
451,Jam,Morning,Weekday
452,Jam,Morning,Weekday
452,Bread,Morning,Weekday
453,Coffee,Morning,Weekday
453,Bread,Morning,Weekday
454,Bread,Morning,Weekday
454,Farm House,Morning,Weekday
455,Bread,Morning,Weekday
455,Coffee,Morning,Weekday
455,Coffee,Morning,Weekday
456,Tea,Morning,Weekday
456,Pastry,Morning,Weekday
457,Coffee,Morning,Weekday
457,Coffee,Morning,Weekday
458,Bread,Morning,Weekday
459,Pastry,Morning,Weekday
459,Brownie,Morning,Weekday
460,Farm House,Morning,Weekday
461,Coffee,Morning,Weekday
462,Tea,Morning,Weekday
462,Coffee,Morning,Weekday
462,Honey,Morning,Weekday
462,Cookies,Morning,Weekday
463,Tea,Morning,Weekday
464,Bread,Morning,Weekday
465,Brownie,Morning,Weekday
466,Bread,Morning,Weekday
466,Coffee,Morning,Weekday
467,Bread,Morning,Weekday
468,Coffee,Morning,Weekday
469,Tea,Morning,Weekday
469,Tea,Morning,Weekday
470,Tea,Morning,Weekday
471,Coffee,Morning,Weekday
471,Coffee,Morning,Weekday
473,Bread,Morning,Weekday
473,Coffee,Morning,Weekday
474,Bread,Morning,Weekday
474,Bread,Morning,Weekday
475,Bread,Morning,Weekday
475,The BART,Morning,Weekday
476,Coffee,Morning,Weekday
476,Brownie,Morning,Weekday
477,Coffee,Morning,Weekday
478,Coffee,Morning,Weekday
478,Brownie,Morning,Weekday
479,Mineral water,Morning,Weekday
479,Coffee,Morning,Weekday
479,Coffee,Morning,Weekday
479,Tartine,Morning,Weekday
480,Brownie,Morning,Weekday
480,Coffee,Morning,Weekday
481,Brownie,Morning,Weekday
481,Juice,Morning,Weekday
482,Coffee,Morning,Weekday
482,Coffee,Morning,Weekday
482,Bread,Morning,Weekday
482,Tea,Morning,Weekday
482,Alfajores,Morning,Weekday
482,Medialuna,Morning,Weekday
482,Pastry,Morning,Weekday
482,Jam,Morning,Weekday
483,Bread,Afternoon,Weekday
484,Fudge,Afternoon,Weekday
484,Fudge,Afternoon,Weekday
485,Coffee,Afternoon,Weekday
485,Pick and Mix Bowls,Afternoon,Weekday
486,Pastry,Afternoon,Weekday
486,Bread,Afternoon,Weekday
487,Soup,Afternoon,Weekday
487,Scandinavian,Afternoon,Weekday
487,Coffee,Afternoon,Weekday
487,Mineral water,Afternoon,Weekday
488,Juice,Afternoon,Weekday
488,Mineral water,Afternoon,Weekday
488,Sandwich,Afternoon,Weekday
488,Pick and Mix Bowls,Afternoon,Weekday
489,Bread,Afternoon,Weekday
489,Pastry,Afternoon,Weekday
489,Bread,Afternoon,Weekday
490,Hearty & Seasonal,Afternoon,Weekday
490,Hearty & Seasonal,Afternoon,Weekday
490,Coffee,Afternoon,Weekday
490,Coffee,Afternoon,Weekday
491,Bread,Afternoon,Weekday
491,Hearty & Seasonal,Afternoon,Weekday
491,Coffee,Afternoon,Weekday
491,Mineral water,Afternoon,Weekday
492,Coffee,Afternoon,Weekday
492,Tartine,Afternoon,Weekday
492,Sandwich,Afternoon,Weekday
492,Brownie,Afternoon,Weekday
493,Coffee,Afternoon,Weekday
493,Brownie,Afternoon,Weekday
494,Alfajores,Afternoon,Weekday
494,Coffee,Afternoon,Weekday
494,Tartine,Afternoon,Weekday
495,Mighty Protein,Afternoon,Weekday
495,Coffee,Afternoon,Weekday
497,Coffee,Afternoon,Weekday
497,Hot chocolate,Afternoon,Weekday
498,Soup,Afternoon,Weekday
498,Jam,Afternoon,Weekday
498,Coffee,Afternoon,Weekday
498,Coffee,Afternoon,Weekday
499,Mineral water,Afternoon,Weekday
499,Brownie,Afternoon,Weekday
500,Scandinavian,Afternoon,Weekday
500,Coffee,Afternoon,Weekday
501,Scandinavian,Afternoon,Weekday
501,Coffee,Afternoon,Weekday
502,Coffee,Afternoon,Weekday
502,Coffee,Afternoon,Weekday
503,Coffee,Afternoon,Weekday
503,Coffee,Afternoon,Weekday
503,Hot chocolate,Afternoon,Weekday
503,Brownie,Afternoon,Weekday
503,Hearty & Seasonal,Afternoon,Weekday
504,Tea,Afternoon,Weekday
504,Cake,Afternoon,Weekday
505,Medialuna,Afternoon,Weekday
506,Alfajores,Afternoon,Weekday
506,Tea,Afternoon,Weekday
506,Coffee,Afternoon,Weekday
507,Coffee,Afternoon,Weekday
507,Juice,Afternoon,Weekday
507,Brownie,Afternoon,Weekday
507,Alfajores,Afternoon,Weekday
508,Coffee,Afternoon,Weekday
508,Sandwich,Afternoon,Weekday
509,Bread,Afternoon,Weekday
509,Soup,Afternoon,Weekday
510,Soup,Afternoon,Weekday
510,Bread,Afternoon,Weekday
511,Bread,Afternoon,Weekday
512,Tea,Afternoon,Weekday
512,Brownie,Afternoon,Weekday
512,Cookies,Afternoon,Weekday
513,Coffee,Afternoon,Weekday
513,Bread,Afternoon,Weekday
513,Brownie,Afternoon,Weekday
514,Brownie,Afternoon,Weekday
515,Cookies,Afternoon,Weekday
515,Bread,Afternoon,Weekday
515,Jam,Afternoon,Weekday
516,Coffee,Afternoon,Weekday
517,Tea,Afternoon,Weekday
517,Brownie,Afternoon,Weekday
517,Tea,Afternoon,Weekday
518,Alfajores,Afternoon,Weekday
518,Medialuna,Afternoon,Weekday
518,Scandinavian,Afternoon,Weekday
519,Hot chocolate,Evening,Weekday
519,Coffee,Evening,Weekday
519,Alfajores,Evening,Weekday
519,Cookies,Evening,Weekday
520,Brownie,Evening,Weekday
521,Fudge,Evening,Weekday
522,Tea,Evening,Weekday
522,Brownie,Evening,Weekday
523,Dulce de Leche,Evening,Weekday
523,Fudge,Evening,Weekday
524,Bread,Morning,Weekend
524,Scandinavian,Morning,Weekend
524,Fudge,Morning,Weekend
524,Granola,Morning,Weekend
524,Pastry,Morning,Weekend
524,Coffee,Morning,Weekend
525,Bread,Morning,Weekend
525,Fudge,Morning,Weekend
526,Hot chocolate,Morning,Weekend
526,Coffee,Morning,Weekend
526,Medialuna,Morning,Weekend
526,Medialuna,Morning,Weekend
527,Bread,Morning,Weekend
528,Bread,Morning,Weekend
528,Medialuna,Morning,Weekend
529,Bread,Morning,Weekend
529,Coffee,Morning,Weekend
529,Medialuna,Morning,Weekend
529,Jam,Morning,Weekend
530,Jam,Morning,Weekend
530,Coffee,Morning,Weekend
530,Brownie,Morning,Weekend
531,Bread,Morning,Weekend
531,Coffee,Morning,Weekend
531,Jam,Morning,Weekend
532,Scandinavian,Morning,Weekend
533,Coffee,Morning,Weekend
533,Cookies,Morning,Weekend
534,Coffee,Morning,Weekend
534,Coffee,Morning,Weekend
534,Scandinavian,Morning,Weekend
535,Bread,Morning,Weekend
536,Bread,Morning,Weekend
537,Jam,Morning,Weekend
537,Brownie,Morning,Weekend
537,Coffee,Morning,Weekend
537,Coffee,Morning,Weekend
538,Coffee,Morning,Weekend
539,Brownie,Morning,Weekend
539,Hot chocolate,Morning,Weekend
540,Bread,Morning,Weekend
541,Bread,Morning,Weekend
541,Bread,Morning,Weekend
541,Medialuna,Morning,Weekend
542,Coffee,Morning,Weekend
542,Hot chocolate,Morning,Weekend
542,Brownie,Morning,Weekend
543,Scandinavian,Morning,Weekend
544,Basket,Morning,Weekend
544,Bread,Morning,Weekend
545,Coffee,Morning,Weekend
545,Bread,Morning,Weekend
545,Brownie,Morning,Weekend
546,Cake,Morning,Weekend
546,Fudge,Morning,Weekend
547,Coffee,Morning,Weekend
547,Hot chocolate,Morning,Weekend
547,Coffee,Morning,Weekend
547,Basket,Morning,Weekend
548,Scandinavian,Morning,Weekend
549,Scandinavian,Morning,Weekend
550,Coffee,Morning,Weekend
550,Bread,Morning,Weekend
550,Coffee,Morning,Weekend
550,Cake,Morning,Weekend
550,Medialuna,Morning,Weekend
551,Coffee,Morning,Weekend
551,Coffee,Morning,Weekend
551,Medialuna,Morning,Weekend
552,Bread,Morning,Weekend
552,Pastry,Morning,Weekend
553,Bread,Morning,Weekend
553,Brownie,Morning,Weekend
554,Medialuna,Morning,Weekend
554,Farm House,Morning,Weekend
555,Bread,Morning,Weekend
555,Medialuna,Morning,Weekend
556,Brownie,Morning,Weekend
556,Medialuna,Morning,Weekend
556,Hot chocolate,Morning,Weekend
556,Smoothies,Morning,Weekend
556,Coffee,Morning,Weekend
557,Bread,Morning,Weekend
557,Tea,Morning,Weekend
557,Coffee,Morning,Weekend
557,Brownie,Morning,Weekend
557,Medialuna,Morning,Weekend
558,Medialuna,Morning,Weekend
558,Medialuna,Morning,Weekend
558,Cookies,Morning,Weekend
559,Coffee,Morning,Weekend
559,Medialuna,Morning,Weekend
560,Bread,Morning,Weekend
560,Fudge,Morning,Weekend
562,Coffee,Morning,Weekend
562,Tea,Morning,Weekend
563,Coffee,Morning,Weekend
563,Cookies,Morning,Weekend
564,Pastry,Morning,Weekend
564,Bread,Morning,Weekend
564,Brownie,Morning,Weekend
565,Bread,Morning,Weekend
565,Coffee,Morning,Weekend
565,Bread,Morning,Weekend
566,Coffee,Morning,Weekend
566,Coffee,Morning,Weekend
566,Tea,Morning,Weekend
567,Bread,Morning,Weekend
568,Medialuna,Morning,Weekend
568,Coffee,Morning,Weekend
569,My-5 Fruit Shoot,Morning,Weekend
569,Coffee,Morning,Weekend
569,Brownie,Morning,Weekend
570,Coffee,Morning,Weekend
570,Fudge,Morning,Weekend
571,Coffee,Morning,Weekend
572,Coffee,Morning,Weekend
572,Basket,Morning,Weekend
573,Farm House,Morning,Weekend
574,Farm House,Morning,Weekend
575,Coffee,Morning,Weekend
575,Brownie,Morning,Weekend
576,Scandinavian,Morning,Weekend
576,Brownie,Morning,Weekend
576,My-5 Fruit Shoot,Morning,Weekend
577,Tartine,Morning,Weekend
577,Coffee,Morning,Weekend
577,Hot chocolate,Morning,Weekend
577,Brownie,Morning,Weekend
578,Brownie,Morning,Weekend
578,Bread,Morning,Weekend
578,Hot chocolate,Morning,Weekend
579,Jam,Morning,Weekend
579,Fudge,Morning,Weekend
580,Coffee,Morning,Weekend
581,Fudge,Morning,Weekend
583,Mighty Protein,Morning,Weekend
583,Hearty & Seasonal,Morning,Weekend
583,Coffee,Morning,Weekend
583,Tea,Morning,Weekend
583,Cake,Morning,Weekend
584,Coffee,Morning,Weekend
585,Scandinavian,Morning,Weekend
586,Cake,Morning,Weekend
586,Victorian Sponge,Morning,Weekend
586,Scandinavian,Morning,Weekend
587,Tea,Morning,Weekend
587,Cake,Morning,Weekend
588,Coffee,Morning,Weekend
588,Coffee,Morning,Weekend
589,Coffee,Afternoon,Weekend
589,Coffee,Afternoon,Weekend
590,Bread,Afternoon,Weekend
591,Frittata,Afternoon,Weekend
592,Coffee,Afternoon,Weekend
592,Coffee,Afternoon,Weekend
592,My-5 Fruit Shoot,Afternoon,Weekend
592,Brownie,Afternoon,Weekend
593,Focaccia,Afternoon,Weekend
593,Fairy Doors,Afternoon,Weekend
594,Tea,Afternoon,Weekend
594,Coffee,Afternoon,Weekend
594,Coffee,Afternoon,Weekend
595,Hot chocolate,Afternoon,Weekend
595,Hearty & Seasonal,Afternoon,Weekend
595,Pick and Mix Bowls,Afternoon,Weekend
595,Brownie,Afternoon,Weekend
596,Frittata,Afternoon,Weekend
596,Coffee,Afternoon,Weekend
597,Bread,Afternoon,Weekend
597,Brownie,Afternoon,Weekend
598,Frittata,Afternoon,Weekend
599,Scandinavian,Afternoon,Weekend
600,Bread,Afternoon,Weekend
601,Farm House,Afternoon,Weekend
602,Pick and Mix Bowls,Afternoon,Weekend
602,Jam,Afternoon,Weekend
602,Soup,Afternoon,Weekend
602,Brownie,Afternoon,Weekend
603,Hearty & Seasonal,Afternoon,Weekend
603,Coffee,Afternoon,Weekend
603,Tea,Afternoon,Weekend
604,Bread,Afternoon,Weekend
605,Bread,Afternoon,Weekend
605,Frittata,Afternoon,Weekend
606,Scandinavian,Afternoon,Weekend
608,Tartine,Afternoon,Weekend
608,Hot chocolate,Afternoon,Weekend
608,Coffee,Afternoon,Weekend
609,Coffee,Afternoon,Weekend
609,Mighty Protein,Afternoon,Weekend
610,Frittata,Afternoon,Weekend
610,Coffee,Afternoon,Weekend
611,Scandinavian,Afternoon,Weekend
612,Hearty & Seasonal,Afternoon,Weekend
612,Coffee,Afternoon,Weekend
612,Mineral water,Afternoon,Weekend
613,Scandinavian,Afternoon,Weekend
615,Bread,Afternoon,Weekend
615,Coffee,Afternoon,Weekend
616,Hearty & Seasonal,Afternoon,Weekend
616,Soup,Afternoon,Weekend
616,Bread,Afternoon,Weekend
616,Coffee,Afternoon,Weekend
617,Brownie,Afternoon,Weekend
617,Cake,Afternoon,Weekend
617,Tea,Afternoon,Weekend
618,Mighty Protein,Afternoon,Weekend
618,Coffee,Afternoon,Weekend
620,Coffee,Afternoon,Weekend
620,Tea,Afternoon,Weekend
620,Brownie,Afternoon,Weekend
620,Soup,Afternoon,Weekend
621,Cake,Afternoon,Weekend
622,Hot chocolate,Afternoon,Weekend
622,Coffee,Afternoon,Weekend
622,Cake,Afternoon,Weekend
623,Hearty & Seasonal,Afternoon,Weekend
623,Coffee,Afternoon,Weekend
624,Coffee,Afternoon,Weekend
625,Frittata,Afternoon,Weekend
625,Coffee,Afternoon,Weekend
625,Brownie,Afternoon,Weekend
626,Sandwich,Afternoon,Weekend
626,Frittata,Afternoon,Weekend
626,Coke,Afternoon,Weekend
626,Mineral water,Afternoon,Weekend
626,Brownie,Afternoon,Weekend
627,Granola,Afternoon,Weekend
627,Scandinavian,Afternoon,Weekend
628,Coffee,Afternoon,Weekend
628,Coke,Afternoon,Weekend
628,Coffee,Afternoon,Weekend
629,Tea,Afternoon,Weekend
629,Tea,Afternoon,Weekend
629,Brownie,Afternoon,Weekend
629,Cake,Afternoon,Weekend
630,Fudge,Afternoon,Weekend
631,Coffee,Afternoon,Weekend
632,Brownie,Afternoon,Weekend
633,Cake,Afternoon,Weekend
634,Tea,Afternoon,Weekend
635,Coffee,Afternoon,Weekend
635,Coffee,Afternoon,Weekend
635,Coffee,Afternoon,Weekend
635,Soup,Afternoon,Weekend
635,Sandwich,Afternoon,Weekend
635,Cake,Afternoon,Weekend
636,Coffee,Afternoon,Weekend
636,Bread,Afternoon,Weekend
636,Brownie,Afternoon,Weekend
637,Bread,Afternoon,Weekend
637,Coffee,Afternoon,Weekend
637,Brownie,Afternoon,Weekend
638,Coffee,Afternoon,Weekend
638,Bread,Afternoon,Weekend
638,Brownie,Afternoon,Weekend
639,Brownie,Afternoon,Weekend
639,Coffee,Afternoon,Weekend
640,Coffee,Afternoon,Weekend
640,Soup,Afternoon,Weekend
640,Brownie,Afternoon,Weekend
641,Fudge,Afternoon,Weekend
642,Bread,Afternoon,Weekend
642,Focaccia,Afternoon,Weekend
643,Bread,Afternoon,Weekend
643,Farm House,Afternoon,Weekend
643,Jam,Afternoon,Weekend
644,Hot chocolate,Afternoon,Weekend
644,Brownie,Afternoon,Weekend
645,Hot chocolate,Afternoon,Weekend
646,Coffee,Afternoon,Weekend
646,Brownie,Afternoon,Weekend
647,Medialuna,Evening,Weekend
647,Pastry,Evening,Weekend
648,Bread,Morning,Weekend
650,Coffee,Morning,Weekend
650,Pastry,Morning,Weekend
650,Bread,Morning,Weekend
651,Coffee,Morning,Weekend
651,Mineral water,Morning,Weekend
652,Pastry,Morning,Weekend
652,Bread,Morning,Weekend
652,Hot chocolate,Morning,Weekend
653,Bread,Morning,Weekend
654,Bread,Morning,Weekend
655,Jam,Morning,Weekend
655,Coffee,Morning,Weekend
655,Coffee,Morning,Weekend
655,Bread,Morning,Weekend
656,Coffee,Morning,Weekend
656,Coffee,Morning,Weekend
656,Pastry,Morning,Weekend
657,Medialuna,Morning,Weekend
657,Coffee,Morning,Weekend
657,Coffee,Morning,Weekend
657,Focaccia,Morning,Weekend
657,Hearty & Seasonal,Morning,Weekend
658,Bread,Morning,Weekend
658,Farm House,Morning,Weekend
658,Coffee,Morning,Weekend
658,Jam,Morning,Weekend
659,Farm House,Morning,Weekend
660,Coffee,Morning,Weekend
660,Tea,Morning,Weekend
660,Pastry,Morning,Weekend
660,Medialuna,Morning,Weekend
661,Pastry,Morning,Weekend
661,Medialuna,Morning,Weekend
661,Coffee,Morning,Weekend
662,Coffee,Morning,Weekend
662,Hot chocolate,Morning,Weekend
662,Basket,Morning,Weekend
662,Farm House,Morning,Weekend
663,Pastry,Morning,Weekend
663,Farm House,Morning,Weekend
664,Hot chocolate,Morning,Weekend
664,Coffee,Morning,Weekend
664,My-5 Fruit Shoot,Morning,Weekend
665,Pastry,Morning,Weekend
665,Medialuna,Morning,Weekend
665,Muffin,Morning,Weekend
666,Farm House,Morning,Weekend
667,Muffin,Morning,Weekend
667,Pastry,Morning,Weekend
667,Focaccia,Morning,Weekend
668,Coffee,Morning,Weekend
668,Tea,Morning,Weekend
669,Bread,Morning,Weekend
670,Focaccia,Morning,Weekend
671,Coffee,Morning,Weekend
671,Hot chocolate,Morning,Weekend
671,Pastry,Morning,Weekend
671,Jam,Morning,Weekend
672,Bread,Morning,Weekend
673,Coffee,Morning,Weekend
673,Pastry,Morning,Weekend
673,Bread,Morning,Weekend
674,Tea,Morning,Weekend
675,Hot chocolate,Morning,Weekend
675,Coffee,Morning,Weekend
675,Mineral water,Morning,Weekend
676,Coffee,Morning,Weekend
676,Coffee,Morning,Weekend
677,Coffee,Morning,Weekend
678,Jam,Morning,Weekend
678,Coffee,Morning,Weekend
678,Coffee,Morning,Weekend
680,Muffin,Morning,Weekend
681,Bread,Morning,Weekend
682,Bread,Morning,Weekend
683,Bread,Morning,Weekend
684,Muffin,Morning,Weekend
684,Hot chocolate,Morning,Weekend
684,Coffee,Morning,Weekend
685,Muffin,Morning,Weekend
685,Fudge,Morning,Weekend
686,Bread,Morning,Weekend
687,Bread,Afternoon,Weekend
688,Farm House,Afternoon,Weekend
689,Coffee,Afternoon,Weekend
689,Muffin,Afternoon,Weekend
690,Focaccia,Afternoon,Weekend
691,Bread,Afternoon,Weekend
691,Tea,Afternoon,Weekend
692,Coffee,Afternoon,Weekend
692,Hot chocolate,Afternoon,Weekend
693,Coffee,Afternoon,Weekend
693,Tartine,Afternoon,Weekend
693,Coffee,Afternoon,Weekend
693,Pick and Mix Bowls,Afternoon,Weekend
693,Jam,Afternoon,Weekend
695,Jam,Afternoon,Weekend
696,Tartine,Afternoon,Weekend
697,Bread,Afternoon,Weekend
697,Coffee,Afternoon,Weekend
698,Coffee,Afternoon,Weekend
698,Coffee,Afternoon,Weekend
698,Mineral water,Afternoon,Weekend
698,Juice,Afternoon,Weekend
698,Tartine,Afternoon,Weekend
698,Pick and Mix Bowls,Afternoon,Weekend
699,Bread,Afternoon,Weekend
699,Tea,Afternoon,Weekend
699,Juice,Afternoon,Weekend
700,Coffee,Afternoon,Weekend
700,Coffee,Afternoon,Weekend
700,Cake,Afternoon,Weekend
701,Farm House,Afternoon,Weekend
702,Farm House,Afternoon,Weekend
703,Cake,Afternoon,Weekend
703,Brownie,Afternoon,Weekend
703,Coffee,Afternoon,Weekend
703,Coffee,Afternoon,Weekend
704,Focaccia,Afternoon,Weekend
704,Coffee,Afternoon,Weekend
705,Tea,Afternoon,Weekend
705,Coffee,Afternoon,Weekend
705,Muffin,Afternoon,Weekend
706,Coffee,Afternoon,Weekend
707,Tea,Afternoon,Weekend
707,Coffee,Afternoon,Weekend
708,Hearty & Seasonal,Afternoon,Weekend
708,Cake,Afternoon,Weekend
708,Coffee,Afternoon,Weekend
709,Bread,Afternoon,Weekend
709,Tea,Afternoon,Weekend
709,Cake,Afternoon,Weekend
710,Mighty Protein,Afternoon,Weekend
710,Coffee,Afternoon,Weekend
711,Hot chocolate,Afternoon,Weekend
711,Muffin,Afternoon,Weekend
712,Coffee,Afternoon,Weekend
712,Coffee,Afternoon,Weekend
712,Soup,Afternoon,Weekend
712,Mighty Protein,Afternoon,Weekend
713,Jam,Afternoon,Weekend
714,Coffee,Afternoon,Weekend
714,Alfajores,Afternoon,Weekend
715,Cake,Afternoon,Weekend
715,Hot chocolate,Afternoon,Weekend
715,Alfajores,Afternoon,Weekend
716,Hot chocolate,Afternoon,Weekend
716,Tea,Afternoon,Weekend
716,Muffin,Afternoon,Weekend
717,Brownie,Afternoon,Weekend
718,Cake,Afternoon,Weekend
718,Coffee,Afternoon,Weekend
719,Victorian Sponge,Afternoon,Weekend
719,Alfajores,Afternoon,Weekend
719,Tea,Afternoon,Weekend
720,Bread,Afternoon,Weekend
721,Tartine,Afternoon,Weekend
721,Tea,Afternoon,Weekend
721,Tartine,Afternoon,Weekend
722,Mighty Protein,Afternoon,Weekend
722,Tea,Afternoon,Weekend
723,Bread,Afternoon,Weekend
723,Fudge,Afternoon,Weekend
724,Medialuna,Afternoon,Weekend
724,Tartine,Afternoon,Weekend
724,Coffee,Afternoon,Weekend
725,Pastry,Afternoon,Weekend
725,Bread,Afternoon,Weekend
726,Pastry,Afternoon,Weekend
726,Bread,Afternoon,Weekend
727,Coffee,Afternoon,Weekend
727,Tea,Afternoon,Weekend
727,Alfajores,Afternoon,Weekend
727,Alfajores,Afternoon,Weekend
728,Alfajores,Afternoon,Weekend
728,Alfajores,Afternoon,Weekend
728,Coffee,Afternoon,Weekend
